OPE ID,School,State,Zip Code,School Type,20132014Qtr5_Dependent Students,20132014Qtr5_Independent Students,Quarterly Total,YTD_20132014Qtr5_Dependent Students,YTD_20132014Qtr5_nan,Independent Students,Award Year To Date Total
04167000,PAUL MITCHELL THE SCHOOL TEMECULA       ,CA,92591-4663,Proprietary  ,35,42,77,271,,310,581
04169200,TRAMY BEAUTY SCHOOL                     ,CA,92115-6347,Proprietary  ,6,38,44,127,,367,494
04169700,UNITEK COLLEGE                          ,CA,94538-3185,Proprietary  ,55,318,373,503,,2279,2782
04169800,GURNICK ACADEMY OF MEDICAL ARTS         ,CA,94403-1849,Proprietary  ,23,88,111,332,,1516,1848
04172000,SOUTHERN CALIFORNIA UNIVERSITY SOMA     ,CA,90017-2211,Proprietary  ,7,31,38,233,,392,625
04173400,SANTA ANA BEAUTY ACADEMY                ,CA,92705-7820,Proprietary  ,1,8,9,65,,93,158
04173500,MORENO VALLEY COLLEGE                   ,CA,92551-2204,Public       ,272,521,793,5606,,7484,13090
04175200,PAUL MITCHELL THE SCHOOL EAST BAY       ,CA,94523-5515,Proprietary  ,22,22,44,259,,295,554
04175400,ELITE COSMETOLOGY SCHOOL                ,CA,92284-2860,Proprietary  ,5,17,22,49,,133,182
04176100,NORCO COLLEGE                           ,CA,92860-2600,Public       ,261,358,619,5239,,5390,10629
04176200,TWIN RIVERS ADULT SCHOOL                ,CA,95660-5523,Public       ,1,3,4,20,,108,128
04176300,BERGIN UNIVERSITY OF CANINE STUDIES     ,CA,95407-6834,Private      ,0,3,3,32,,106,138
04177200,REAL BARBERS COLLEGE (THE)              ,CA,92805-2533,Proprietary  ,12,27,39,102,,181,283
04178900,HANDS-ON MEDICAL MASSAGE SCHOOL         ,CA,92373-6271,Proprietary  ,1,6,7,29,,69,98
04180000,CINTA AVEDA INSTITUTE                   ,CA,94108-3204,Proprietary  ,25,44,69,199,,464,663
04181200,IPPT CAREER SCHOOL                      ,CA,91601-2028,Proprietary  ,24,97,121,84,,349,433
04181600,INTEGRITY COLLEGE OF HEALTH             ,CA,91104-2300,Proprietary  ,1,18,19,4,,47,51
04185200,SALINAS BEAUTY COLLEGE                  ,CA,93901-2405,Proprietary  ,6,20,26,66,,125,191
04185500,ACADEMY OF COUTURE ART                  ,CA,90069-5701,Proprietary  ,3,5,8,135,,146,281
04185600,MEDICAL ALLIED CAREER CENTER            ,CA,90670-4710,Proprietary  ,1,13,14,17,,110,127
04185700,ACADEMY FOR SALON PROFESSIONALS (THE)   ,CA,95050-4057,Proprietary  ,6,20,26,139,,232,371
04186900,"INTERNATIONAL COLLEGE OF BEAUTY, ARTS & ",CA,90039-1012,Proprietary  ,5,18,23,133,,223,356
04187900,JOE BLASCO MAKEUP ARTIST TRAINING CENTER,CA,90027-5580,Proprietary  ,0,1,1,194,,315,509
04189300,ALLIED AMERICAN UNIVERSITY              ,CA,92653-1337,Proprietary  ,26,331,357,150,,2623,2773
04189700,CALIFORNIA MIRAMAR UNIVERSITY           ,CA,92126-7501,Proprietary  ,22,41,63,556,,799,1355
04189800,ACADEMY FOR SALON PROFESSIONALS         ,CA,91304-2305,Proprietary  ,2,18,20,82,,167,249
04190800,SANTA ANA BEAUTY COLLEGE                ,CA,92706-2321,Proprietary  ,3,24,27,62,,125,187
04190900,SUTTER BEAUTY COLLEGE                   ,CA,95991-3624,Proprietary  ,6,15,21,15,,50,65
04191300,ANNENBERG SCHOOL OF NURSING             ,CA,91335-5426,Private      ,2,10,12,44,,93,137
04193500,LEMELANGE ACADEMY OF HAIR               ,CA,94558-2935,Proprietary  ,3,15,18,35,,84,119
04193700,JOHN PAUL THE GREAT CATHOLIC UNIVERSITY ,CA,92131-1652,Private      ,4,12,16,226,,126,352
04194300,COLTON-REDLANDS-YUCAIPA REGIONAL OCCUPAT,CA,92374-2896,Public       ,6,6,12,134,,224,358
04194600,BRAND COLLEGE                           ,CA,91203-3646,Proprietary  ,1,8,9,27,,66,93
04195200,DIAMOND BEAUTY COLLEGE                  ,CA,91733-2180,Proprietary  ,1,8,9,11,,45,56
04195400,NCP COLLEGE OF NURSING                  ,CA,94080-1005,Proprietary  ,6,18,24,121,,319,440
04195401,NCP COLLEGE OF NURSING - HAYWARD CAMPUS ,CA,94541-7026,Proprietary  ,7,20,27,162,,377,539
04205800,"SAE INSTITUTE OF TECHNOLOGY, LOS ANGELES",CA,90028-7219,Proprietary  ,24,54,78,268,,410,678
04206800,ADVANCE BEAUTY TECHS ACADEMY            ,CA,92583-6572,Proprietary  ,3,7,10,49,,115,164
04208100,UKIAH ADULT SCHOOL                      ,CA,95482-3865,Public       ,1,8,9,19,,131,150
04208400,RIVERSIDE COUNTY OFFICE OF EDUCATION    ,CA,92503-3504,Public       ,11,30,41,139,,337,476
04208900,ADVANCED CAREER INSTITUTE               ,CA,93291-9254,Proprietary  ,10,69,79,82,,477,559
04209800,HINTON BARBER COLLEGE                   ,CA,94590-4547,Proprietary  ,4,21,25,45,,121,166
04210600,ADVANCED COMPUTING INSTITUTE            ,CA,90010-3911,Proprietary  ,11,48,59,133,,317,450
04211900,XAVIER COLLEGE SCHOOL OF NURSING        ,CA,95202-1332,Proprietary  ,3,21,24,158,,349,507
04212000,LAWRENCE & COMPANY COLLEGE OF COSMETOLOG,CA,93230-4102,Proprietary  ,7,12,19,58,,104,162
04215100,CALIFORNIA CAREER INSTITUTE             ,CA,92840-2816,Proprietary  ,1,21,22,34,,203,237
04215300,COSMO FACTORY COSMETOLOGY ACADEMY (THE) ,CA,95060-4401,Proprietary  ,3,10,13,54,,95,149
04216300,UEI COLLEGE                             ,CA,95065-1520,Proprietary  ,76,205,281,199,,493,692
04217100,RUDOLF STEINER COLLEGE                  ,CA,95628-6811,Private      ,0,7,7,2,,61,63
04217500,W INSTITUTE OF COSMETOLOGY              ,CA,94521-5385,Proprietary  ,3,5,8,30,,81,111
04221800,TONI&GUY HAIRDRESSING ACADEMY           ,CA,95337-5703,Proprietary  ,7,26,33,43,,90,133
04221900,COMPUTER TRAINING ACADEMY               ,CA,92507-2122,Proprietary  ,7,58,65,14,,94,108
04222200,FAB SCHOOL (THE)                        ,CA,92507-3434,Proprietary  ,22,36,58,66,,167,233
04223700,BAY AREA MEDICAL ACADEMY                ,CA,94102-2844,Proprietary  ,10,38,48,10,,38,48
04226100,LAWRENCE AND COMPANY COLLEGE OF COSMETOL,CA,93662-3509,Proprietary  ,5,3,8,5,,6,11
04228100,HIGH DESERT MEDICAL COLLEGE             ,CA,93534-1134,Proprietary  ,23,68,91,23,,68,91
00184600,BRIAR CLIFF UNIVERSITY                  ,IA,51104-2100,Private      ,14,26,40,1312,,724,2036
00184700,BUENA VISTA UNIVERSITY                  ,IA,50588-9987,Private      ,11,97,108,1797,,2116,3913
00184800,SOUTHEASTERN COMMUNITY COLLEGE          ,IA,52655-0000,Public       ,37,109,146,1263,,1949,3212
00185000,CENTRAL COLLEGE                         ,IA,50219-1999,Private      ,14,7,21,2204,,157,2361
00185200,CLARKE UNIVERSITY                       ,IA,52001-3198,Private      ,10,15,25,1322,,606,1928
00185400,COE COLLEGE                             ,IA,52402-5092,Private      ,22,12,34,2557,,304,2861
00185500,DES MOINES UNIV-OSTEOPATHIC MED CTR     ,IA,50312-0000,Private      ,0,18,18,46,,1780,1826
00185600,CORNELL COLLEGE                         ,IA,52314-1098,Private      ,15,4,19,2094,,122,2216
00185700,SOUTHWESTERN COMMUNITY COLLEGE          ,IA,50801-1098,Public       ,8,37,45,695,,714,1409
00185800,DIVINE WORD COLLEGE                     ,IA,52045-0380,Private      ,1,0,1,32,,17,49
00185900,DORDT COLLEGE                           ,IA,51250-1697,Private      ,6,5,11,1550,,116,1666
00186000,DRAKE UNIVERSITY                        ,IA,50311-4505,Private      ,41,48,89,4987,,2281,7268
00186200,ELLSWORTH COMMUNITY COLLEGE             ,IA,50126-1199,Public       ,21,21,42,844,,434,1278
00186400,IOWA LAKES COMMUNITY COLLEGE            ,IA,51334-2234,Public       ,22,46,68,1188,,1078,2266
00186500,IOWA CENTRAL COMMUNITY COLLEGE          ,IA,50501-0000,Public       ,61,214,275,2961,,3317,6278
00186600,GRACELAND UNIVERSITY                    ,IA,50140-1699,Private      ,11,80,91,1385,,1604,2989
00186700,GRAND VIEW UNIVERSITY                   ,IA,50316-1599,Private      ,11,63,74,2188,,1616,3804
00186800,GRINNELL COLLEGE                        ,IA,50112-1690,Private      ,19,2,21,2913,,110,3023
00186900,IOWA STATE UNIV SCIENCE & TECHNOLOG     ,IA,50011-2028,Public       ,205,136,341,27543,,6719,34262
00187100,IOWA WESLEYAN COLLEGE                   ,IA,52641-1398,Private      ,9,11,20,829,,403,1232
00187300,LORAS COLLEGE                           ,IA,52004-0178,Private      ,13,6,19,2069,,244,2313
00187400,LUTHER COLLEGE                          ,IA,52101-1045,Private      ,8,3,11,3288,,146,3434
00187500,MARSHALLTOWN COMMUNITY COLLEGE          ,IA,50158-4760,Public       ,22,47,69,773,,987,1760
00187700,NORTH IOWA AREA COMMUNITY COLLEGE       ,IA,50401-7299,Public       ,38,59,97,1502,,1234,2736
00187900,MORNINGSIDE COLLEGE                     ,IA,51106-1751,Private      ,10,56,66,2172,,988,3160
00188000,MOUNT MERCY UNIVERSITY                  ,IA,52402-4797,Private      ,9,45,54,1036,,1201,2237
00188300,NORTHWESTERN COLLEGE                    ,IA,51041-1996,Private      ,2,5,7,1530,,162,1692
00188700,SIMPSON COLLEGE                         ,IA,50125-1297,Private      ,9,12,21,2231,,593,2824
00188900,ST AMBROSE UNIVERSITY                   ,IA,52803-2898,Private      ,24,65,89,3578,,1632,5210
00189000,UNIVERSITY OF NORTHERN IOWA             ,IA,50614-0002,Public       ,77,101,178,10295,,3162,13457
00189100,UNIVERSITY OF DUBUQUE                   ,IA,52001-5099,Private      ,18,45,63,2260,,814,3074
00189200,UNIVERSITY OF IOWA                      ,IA,52242-1316,Public       ,187,212,399,22245,,9626,31871
00189300,UPPER IOWA UNIVERSITY                   ,IA,52142-9206,Private      ,22,308,330,1567,,6059,7626
00189500,WALDORF COLLEGE                         ,IA,50436-1700,Proprietary  ,10,76,86,695,,826,1521
00189600,WARTBURG COLLEGE                        ,IA,50677-2200,Private      ,16,3,19,2286,,123,2409
00189700,WARTBURG THEOLOGICAL SEMINARY           ,IA,52004-5004,Private      ,0,1,1,13,,135,148
00190000,WILLIAM PENN UNIVERSITY                 ,IA,52577-1799,Private      ,14,64,78,1212,,1249,2461
00396300,AIB COLLEGE OF BUSINESS                 ,IA,50321-1799,Private      ,11,57,68,821,,927,1748
00407500,ESTRN IOWA COMMUNITY COLLEGE DIST       ,IA,52801-1221,Public       ,5,34,39,203,,662,865
00407501,CLINTON COMMUNITY COLLEGE               ,IA,52732-0000,Public       ,17,122,139,551,,1062,1613
00407502,MUSCATINE COMMUNITY COLLEGE             ,IA,52761-0000,Public       ,13,40,53,617,,769,1386
00407503,SCOTT COMMUNITY COLLEGE                 ,IA,52722-0000,Public       ,52,183,235,1716,,3292,5008
00407600,KIRKWOOD COMMUNITY COLLEGE              ,IA,52406-2068,Public       ,175,482,657,7175,,8161,15336
00422009,HAMILTON COLLEGE -  COUNCIL BLUFFS      ,IA,51503-5289,Proprietary  ,0,0,0,25,,273,298
00423300,MERCY/ST. LUKE'S SCH RAD TECH           ,IA,52402-0000,Private      ,1,1,2,34,,66,100
00458600,KAPLAN UNIVERSITY                       ,IA,52807-2095,Proprietary  ,642,9548,10190,4792,,85882,90674
00458604,KAPLAN UNIVERSITY - CEDAR RAPIDS        ,IA,52404-2998,Proprietary  ,17,175,192,192,,2007,2199
00458605,KAPLAN UNIVERSITY - DES MOINES          ,IA,50323-5702,Proprietary  ,17,216,233,198,,2373,2571
00458606,KAPLAN UNIVERSITY - MASON CITY          ,IA,50401-4665,Proprietary  ,12,78,90,74,,959,1033
00458607,KAPLAN UNIVERSITY - CEDAR FALLS         ,IA,50613-6309,Proprietary  ,9,129,138,152,,1617,1769
00458700,NORTHEAST IOWA COMMUNITY COLLEGE        ,IA,52132-0400,Public       ,9,34,43,739,,812,1551
00458701,NORTHEAST IOWA COMMUNITY COLLEGE        ,IA,52068-0000,Public       ,45,59,104,1183,,1510,2693
00459500,HAWKEYE COMMUNITY COLLEGE               ,IA,50701-0000,Public       ,67,153,220,3094,,3094,6188
00459800,IOWA WESTERN CMTY CLG-COUNCIL BLUFF     ,IA,51502-0000,Public       ,81,162,243,3898,,3904,7802
00460000,NORTHWEST IOWA COMMUNITY COLLEGE        ,IA,51201-1046,Public       ,11,20,31,596,,501,1097
00626700,IOWA METHODIST MEDICAL CENTER SCHOOLS   ,IA,50309-1499,Private      ,2,7,9,61,,138,199
00627300,MERCY COLLEGE OF HEALTH SCIENCES        ,IA,50309-1239,Private      ,9,30,39,515,,1156,1671
00712000,DES MOINES AREA CMTY COLLEGE            ,IA,50021-0000,Public       ,195,640,835,7977,,11641,19618
00712100,FAITH BAPTIST BIBLE CLG & THEOL SEM     ,IA,50021-0000,Private      ,2,2,4,286,,78,364
00729100,ST LUKE'S COLLEGE                       ,IA,51104-0263,Private      ,1,7,8,130,,222,352
00731600,WESTERN IOWA TECH COMMUNITY COLLEGE     ,IA,51106-0000,Public       ,47,195,242,2129,,3637,5766
00758800,CAPRI COLLEGE                           ,IA,52004-0873,Proprietary  ,12,22,34,95,,159,254
00761100,EQ SCHOOL OF HAIR DESIGN                ,IA,51503-0813,Proprietary  ,2,10,12,55,,77,132
00765600,AMERICAN COLLEGE OF HARISTYLING -CR     ,IA,52402-0000,Proprietary  ,2,2,4,14,,54,68
00765800,AMER COLL OF HAIRSTYLING-DES MOINES     ,IA,50309-5446,Proprietary  ,1,8,9,16,,66,82
00765900,LA JAMES COLLEGE OF HAIRSTYLING         ,IA,50401-3308,Proprietary  ,3,14,17,71,,81,152
00771700,CAPRI COLLEGE                           ,IA,52807-2622,Proprietary  ,15,33,48,142,,301,443
00794100,COLLEGE OF HAIR DESIGN                  ,IA,50703-1834,Proprietary  ,4,7,11,20,,78,98
00826000,IOWA SCHOOL OF BEAUTY INC               ,IA,50322-0000,Proprietary  ,10,34,44,102,,275,377
00840300,INDIAN HILLS COMMUNITY COLLEGE          ,IA,52501-1398,Public       ,62,185,247,2124,,2898,5022
00840301,INDIAN HILLS COMMUNITY COLLEGE          ,IA,52544-1223,Public       ,0,0,0,15,,16,31
00842400,LA JAMES INTERNATIONAL COLLEGE          ,IA,50501-5577,Proprietary  ,3,6,9,59,,76,135
00959300,LA'JAMES COLLEGE OF HAIRSTYLING         ,IA,52240-0000,Proprietary  ,2,9,11,57,,87,144
01111300,MAHARISHI UNIV OF MANAGEMENT            ,IA,52557-0001,Private      ,2,10,12,204,,530,734
01206400,HAMILTON TECHNICAL COLLEGE              ,IA,52807-2653,Proprietary  ,4,30,34,90,,309,399
01230000,PALMER COLLEGE OF CHIROPRACTIC          ,IA,52803-5287,Private      ,4,45,49,106,,2223,2329
01300600,LA' JAMES INTERNATIONAL COLLEGE-CF      ,IA,50613-5242,Proprietary  ,1,6,7,70,,106,176
02090300,CAPRI COLLEGE                           ,IA,52404-0000,Proprietary  ,16,28,44,167,,210,377
02134500,LA JAMES INTERNATIONAL COLLEGE - DAV    ,IA,52806-3952,Proprietary  ,2,15,17,34,,97,131
02160900,PCI ACADEMY                             ,IA,50010-6062,Proprietary  ,4,10,14,124,,110,234
02262500,FAUST INSTITUTE OF COSMETOLOGY          ,IA,50588-0000,Proprietary  ,1,6,7,34,,53,87
02274100,LA' JAMES INTERNATIONAL COLLEGE - DM    ,IA,50131-0000,Proprietary  ,2,14,16,85,,155,240
02289000,AMERICAN HAIR ACADEMY                   ,IA,52627-4530,Proprietary  ,0,3,3,26,,43,69
02306900,IOWA SCHOOL OF BEAUTY                   ,IA,52501-0000,Proprietary  ,3,5,8,48,,77,125
02328900,EMMAUS BIBLE COLLEGE                    ,IA,52001-0000,Private      ,0,4,4,258,,59,317
02330900,IOWA SCHOOL OF BEAUTY                   ,IA,50158-0000,Proprietary  ,3,6,9,19,,50,69
02609200,VATTEROTT COLLEGE                       ,IA,50321-4704,Proprietary  ,10,72,82,149,,709,858
03069100,ALLEN COLLEGE                           ,IA,50703-1916,Private      ,7,17,24,380,,669,1049
03441300,IOWA SCHOOL OF BEAUTY                   ,IA,51106-5111,Proprietary  ,2,7,9,41,,112,153
03607400,TOTAL LOOK SCHOOL OF COSMETOLOGY AND MAS,IA,52136-1053,Proprietary  ,1,3,4,10,,18,28
03720300,CARLSON COLLEGE OF MASSAGE THERAPY      ,IA,52205-7519,Proprietary  ,2,4,6,24,,47,71
04051313,ART INSTITUTE OF PHOENIX (THE) - BROWN M,IA,52722-3628,Proprietary  ,0,4,4,32,,85,117
04089300,BIO-CHI INSTITUTE OF MASSAGE THERAPY    ,IA,51103-2138,Proprietary  ,0,0,0,9,,24,33
04177800,SALON PROFESSIONAL ACADEMY (THE)        ,IA,52240-6083,Proprietary  ,8,9,17,47,,70,117
04203300,AVEDA INSTITUTE DES MOINES              ,IA,50266-8137,Proprietary  ,15,23,38,224,,198,422
00259600,ATLANTIC COMMUNITY COLLEGE              ,NJ,08330-2699,Public       ,104,251,355,4304,,5255,9559
00259700,BLOOMFIELD COLLEGE                      ,NJ,07003-3425,Private      ,36,44,80,3032,,1712,4744
00259800,CALDWELL COLLEGE                        ,NJ,07006-6195,Private      ,36,44,80,2561,,1302,3863
00259900,CENTENARY COLLEGE                       ,NJ,07840-2184,Private      ,16,47,63,1841,,1016,2857
00260000,COLLEGE OF SAINT ELIZABETH              ,NJ,07960-6989,Private      ,22,30,52,1077,,823,1900
00260100,CUMBERLAND COUNTY COLLEGE               ,NJ,08362-9912,Public       ,32,95,127,2524,,3638,6162
00260300,DREW UNIVERSITY                         ,NJ,07940-4063,Private      ,27,19,46,3224,,735,3959
00260700,FAIRLEIGH DICKINSON UNIV-TEANECK        ,NJ,07666-1996,Private      ,69,158,227,4943,,3343,8286
00260701,FAIRLEIGH DICKINSON UNIV-FLORHAM        ,NJ,07940-0000,Private      ,50,35,85,3809,,1227,5036
00260702,FAIRLEIGH DICKINSON UNIV-ED WMS CLG     ,NJ,07601-0000,Private      ,17,28,45,588,,553,1141
00260703,FAIRLEIGH DICKINSON UNIVERSITY          ,NJ,07940-0000,Private      ,25,29,54,1870,,855,2725
00260800,GEORGIAN COURT UNIVERSITY               ,NJ,08701-2697,Private      ,25,54,79,1812,,1454,3266
00260900,ROWAN UNIVERSITY                        ,NJ,08028-1702,Public       ,150,179,329,15372,,6028,21400
00261000,FELICIAN COLLEGE                        ,NJ,07644-2198,Private      ,36,79,115,1994,,1537,3531
00261300,NEW JERSEY CITY UNIVERSITY              ,NJ,07305-1597,Public       ,82,238,320,5753,,7185,12938
00261500,MIDDLESEX COUNTY COLLEGE                ,NJ,08818-3050,Public       ,141,228,369,7612,,5812,13424
00261600,MONMOUTH UNIVERSITY                     ,NJ,07764-1898,Private      ,81,71,152,7848,,2703,10551
00261700,MONTCLAIR STATE UNIVERSITY              ,NJ,07043-9987,Public       ,193,251,444,20246,,8935,29181
00261900,NEW BRUNSWICK THEOLOGICAL SEMINARY      ,NJ,08901-0000,Private      ,1,1,2,92,,214,306
00262100,NEW JERSEY INST OF TECHNOLOGY           ,NJ,07102-1982,Public       ,108,157,265,7345,,4179,11524
00262200,KEAN UNIVERSITY                         ,NJ,07083-7131,Public       ,135,287,422,12051,,9742,21793
00262400,OCEAN COUNTY COLLEGE                    ,NJ,08754-2001,Public       ,147,264,411,5575,,4903,10478
00262500,WILLIAM PATERSON UNIVERSITY             ,NJ,07470-2152,Public       ,158,136,294,13443,,5804,19247
00262600,PRINCETON THEOLOGICAL SEMINARY          ,NJ,08542-0000,Private      ,2,9,11,17,,606,623
00262700,PRINCETON UNIVERSITY                    ,NJ,08544-0001,Private      ,118,32,150,17088,,1842,18930
00262800,RIDER UNIVERSITY                        ,NJ,08648-3099,Private      ,92,52,144,8327,,1900,10227
00262900,"RUTGERS, THE STATE UNIVERSITY OF NJ     ",NJ,08901-1281,Public       ,549,776,1325,51727,,28630,80357
00262923,"RUTGERS, THE STATE UNIVERSITY OF NEW JER",NJ,07101-1709,Public       ,0,0,0,769,,5876,6645
00263200,SETON HALL UNIVERSITY                   ,NJ,07079-2697,Private      ,137,115,252,11801,,4482,16283
00263201,SETON HALL UNIVERSITY - SCHOOL OF LAW   ,NJ,07079-5210,Private      ,7,27,34,312,,1780,2092
00263800,SAINT PETER'S UNIVERSITY                ,NJ,07306-5997,Private      ,57,103,160,4119,,2206,6325
00263900,STEVENS INSTITUTE OF TECHNOLOGY         ,NJ,07030-5370,Private      ,36,24,60,5058,,776,5834
00264200,COLLEGE OF NEW JERSEY (THE)             ,NJ,08628-0718,Public       ,107,68,175,12701,,1541,14242
00264300,UNION COUNTY COLLEGE                    ,NJ,07016-1598,Public       ,192,426,618,6362,,9294,15656
00473600,BERGEN COMMUNITY COLLEGE                ,NJ,07652-1595,Public       ,239,316,555,9451,,6534,15985
00474000,MERCER COUNTY COMMUNITY COLLEGE         ,NJ,08690-0000,Public       ,94,313,407,3837,,4932,8769
00539900,MONMOUTH COUNTY VOCATIONAL SCH DIST     ,NJ,07728-5033,Public       ,3,7,10,75,,153,228
00545200,TETERBORO SCH OF AERONAUTICS            ,NJ,07608-1083,Proprietary  ,15,19,34,144,,192,336
00546100,SALEM COMMUNITY COLLEGE                 ,NJ,08069-2799,Public       ,14,43,57,711,,906,1617
00641700,HOLY NAME HOSPITAL SCH OF NURSING       ,NJ,07666-4254,Private      ,2,9,11,95,,274,369
00642000,MOUNTAINSIDE HOSP SCH NRSG              ,NJ,07042-4898,Proprietary  ,1,6,7,47,,210,257
00642100,MUHLENBERG SNYDER SCHOOLS               ,NJ,07061-3399,Private      ,3,13,16,131,,554,685
00642900,ST FRANCIS MEDICAL CTR SCH NURSING      ,NJ,08629-1986,Private      ,3,6,9,54,,188,242
00642902,ST FRANCIS MED CTR RAD TECH             ,NJ,08629-0000,Private      ,0,3,3,18,,81,99
00686500,CAMDEN COUNTY COLLEGE                   ,NJ,08012-3240,Public       ,166,477,643,6950,,9804,16754
00690100,GLOUCESTER COUNTY COLLEGE               ,NJ,08080-4249,Public       ,80,147,227,4223,,3740,7963
00710700,ESSEX COUNTY COLLEGE                    ,NJ,07102-1798,Public       ,143,393,536,6772,,10569,17341
00750200,BERKELEY COLLEGE                        ,NJ,07424-3367,Proprietary  ,103,250,353,2746,,3892,6638
00750205,BERKELEY COLLEGE - CLIFTON              ,NJ,07011-2161,Proprietary  ,0,0,0,198,,580,778
00757302,NATURAL MOTION INST OF HAIR DESIGN      ,NJ,07306-5496,Proprietary  ,0,0,0,34,,90,124
00757309,EMPIRE BEAUTY SCHOOL - CHERRY HILL      ,NJ,08002-3711,Proprietary  ,0,0,0,88,,236,324
00759300,PARISIAN BEAUTY ACADEMY                 ,NJ,07601-5509,Proprietary  ,14,27,41,227,,308,535
00772900,COUNTY COLLEGE OF MORRIS                ,NJ,07869-0000,Public       ,65,95,160,4242,,2368,6610
00773000,BURLINGTON COUNTY COLLEGE               ,NJ,08068-1599,Public       ,95,328,423,4923,,5805,10728
00773100,RARITAN VALLEY COMMUNITY COLLEGE        ,NJ,08876-1265,Public       ,115,143,258,3227,,2645,5872
00780401,STAR CAREER ACADEMY - STAR LAKEWOOD     ,NJ,08701-5900,Proprietary  ,23,59,82,176,,519,695
00780402,STAR CAREER ACADEMY - STAR EGG HARBOR   ,NJ,08234-4863,Proprietary  ,9,43,52,107,,375,482
00793808,LINCOLN TECHNICAL INSTITUTE - SOUTH PLAI,NJ,07080-2424,Proprietary  ,10,27,37,207,,244,451
00793810,LINCOLN TECHNICAL INSTITUTE - MAHWAH    ,NJ,07430-2106,Proprietary  ,52,46,98,562,,391,953
00793811,LINCOLN TECHNICAL INSTITUTE - UNION     ,NJ,07083-5032,Proprietary  ,86,139,225,857,,1024,1881
00794700,BETH MEDRASH GOVOHA OF AMERICA          ,NJ,08701-0000,Private      ,106,177,283,449,,1940,2389
00840400,BROOKDALE COMMUNITY COLLEGE             ,NJ,07738-1597,Public       ,203,342,545,6466,,5052,11518
00844101,ANTHEM INSTITUTE                        ,NJ,08002-0000,Proprietary  ,18,63,81,151,,454,605
00849400,HO HO KUS SCHL OF TRADE & TECH SCIENCES ,NJ,07513-1402,Proprietary  ,17,29,46,146,,276,422
00860900,RABBINICAL COLLEGE OF AMERICA           ,NJ,07960-3600,Private      ,20,3,23,83,,11,94
00907800,CAPRI INSTITUTE OF HAIR DESIGN          ,NJ,07011-2111,Proprietary  ,9,30,39,123,,287,410
00934400,RAMAPO COLLEGE OF NEW JERSEY            ,NJ,07430-1680,Public       ,90,52,142,8178,,1734,9912
00934500,RICHARD STOCKTON COLLEGE OF NJ          ,NJ,08240-0000,Public       ,103,113,216,10097,,3814,13911
00945916,EMPIRE BEAUTY SCHOOL - HAIR DESIGN SCHOO,NJ,07712-4003,Proprietary  ,0,0,0,100,,184,284
00945917,EMPIRE BEAUTY SCHOOL - HAIR DESIGN SCHOO,NJ,07003-2517,Proprietary  ,0,0,0,15,,45,60
00945919,EMPIRE BEAUTY SCHOOL - HAIR DESIGN SCHOO,NJ,07083-3306,Proprietary  ,0,0,0,48,,112,160
00982804,EVEREST INSTITUTE - SOUTH PLAINFIELD    ,NJ,07080-1125,Proprietary  ,58,119,177,383,,767,1150
00999400,PASSAIC COUNTY COMMUNITY COLLEGE        ,NJ,07505-1179,Public       ,263,431,694,4942,,6110,11052
01062900,P B COSMETOLOGY EDUCATION CENTRE        ,NJ,08030-1750,Proprietary  ,1,11,12,111,,144,255
01085100,ANTHEM INSTITUTE                        ,NJ,07054-3409,Proprietary  ,69,203,272,423,,967,1390
01085101,ANTHEM INSTITUTE                        ,NJ,07306-0000,Proprietary  ,0,9,9,72,,198,270
01085102,ANTHEM INSTITUTE                        ,NJ,08902-0000,Proprietary  ,1,14,15,51,,132,183
01090300,RIZZIERI INSTITUTE                      ,NJ,08043-4600,Proprietary  ,13,25,38,155,,215,370
01152300,MORRIS COUNTY SCHOOL OF TECHNOLOGY      ,NJ,07834-0000,Public       ,0,2,2,49,,116,165
01198900,TALMUDICAL ACADEMY                      ,NJ,07710-0000,Private      ,2,0,2,60,,5,65
01209000,ROBERT FIANCE BEAUTY SCHOOLS            ,NJ,08861-4118,Proprietary  ,9,26,35,98,,171,269
01234602,DOVER BUSINESS COLLEGE                  ,NJ,07801-4643,Proprietary  ,0,0,0,81,,203,284
01246100,LINCOLN TECHNICAL INSTITUTE             ,NJ,08820-2896,Proprietary  ,24,73,97,377,,793,1170
01246102,LINCOLN TECHNICAL INSTITUTE             ,NJ,08057-3212,Proprietary  ,19,75,94,262,,781,1043
01246103,LINCOLN TECHNICAL INSTITUTE             ,NJ,07652-2106,Proprietary  ,14,76,90,435,,818,1253
01246200,HOHOKUS - HACKENSACK SCHOOL OF BUSINESS ,NJ,07601-7197,Proprietary  ,16,69,85,136,,548,684
01295400,HUDSON COUNTY COMMUNITY COLLEGE         ,NJ,07306-4012,Public       ,228,378,606,6073,,7381,13454
02053700,EASTWICK COLLEGE                        ,NJ,07446-0000,Proprietary  ,20,124,144,368,,1577,1945
02061800,ROMAN ACADEMY OF BEAUTY CULTURE         ,NJ,07506-0000,Proprietary  ,0,7,7,29,,33,62
02079414,EMPIRE BEAUTY SCHOOL - LAUREL SPRINGS   ,NJ,08021-5602,Proprietary  ,0,0,0,100,,210,310
02079415,EMPIRE BEAUTY SCHOOL - BORDENTOWN       ,NJ,08505-1513,Proprietary  ,0,0,0,16,,48,64
02092300,HOHOKUS SCHOOL - RETS/NUTLEY            ,NJ,07110-0000,Proprietary  ,28,50,78,238,,510,748
