OPE ID,School,State,Zip Code,School Type,20132014Qtr4_Dependent Students,20132014Qtr4_Independent Students,Quarterly Total,YTD_20132014Qtr4_Dependent Students,YTD_20132014Qtr4_nan,Independent Students,Award Year To Date Total
00264300,UNION COUNTY COLLEGE                    ,NJ,07016-1598,Public       ,393,948,1341,6170,,8868,15038
00473600,BERGEN COMMUNITY COLLEGE                ,NJ,07652-1595,Public       ,496,616,1112,9212,,6218,15430
00474000,MERCER COUNTY COMMUNITY COLLEGE         ,NJ,08690-0000,Public       ,230,539,769,3743,,4619,8362
00539900,MONMOUTH COUNTY VOCATIONAL SCH DIST     ,NJ,07728-5033,Public       ,5,17,22,72,,146,218
00545200,TETERBORO SCH OF AERONAUTICS            ,NJ,07608-1083,Proprietary  ,31,28,59,129,,173,302
00546100,SALEM COMMUNITY COLLEGE                 ,NJ,08069-2799,Public       ,27,84,111,697,,863,1560
00641700,HOLY NAME HOSPITAL SCH OF NURSING       ,NJ,07666-4254,Private      ,3,16,19,93,,265,358
00642000,MOUNTAINSIDE HOSP SCH NRSG              ,NJ,07042-4898,Proprietary  ,4,22,26,46,,204,250
00642100,MUHLENBERG SNYDER SCHOOLS               ,NJ,07061-3399,Private      ,12,54,66,128,,541,669
00642900,ST FRANCIS MEDICAL CTR SCH NURSING      ,NJ,08629-1986,Private      ,1,27,28,51,,182,233
00642902,ST FRANCIS MED CTR RAD TECH             ,NJ,08629-0000,Private      ,1,12,13,18,,78,96
00686500,CAMDEN COUNTY COLLEGE                   ,NJ,08012-3240,Public       ,397,1060,1457,6784,,9327,16111
00690100,GLOUCESTER COUNTY COLLEGE               ,NJ,08080-4249,Public       ,180,372,552,4143,,3593,7736
00710700,ESSEX COUNTY COLLEGE                    ,NJ,07102-1798,Public       ,445,1079,1524,6629,,10176,16805
00750200,BERKELEY COLLEGE                        ,NJ,07424-3367,Proprietary  ,156,389,545,2643,,3642,6285
00750205,BERKELEY COLLEGE - CLIFTON              ,NJ,07011-2161,Proprietary  ,0,0,0,198,,580,778
00757302,NATURAL MOTION INST OF HAIR DESIGN      ,NJ,07306-5496,Proprietary  ,0,0,0,34,,90,124
00757309,EMPIRE BEAUTY SCHOOL - CHERRY HILL      ,NJ,08002-3711,Proprietary  ,0,0,0,88,,236,324
00759300,PARISIAN BEAUTY ACADEMY                 ,NJ,07601-5509,Proprietary  ,21,52,73,213,,281,494
00772900,COUNTY COLLEGE OF MORRIS                ,NJ,07869-0000,Public       ,225,252,477,4177,,2273,6450
00773000,BURLINGTON COUNTY COLLEGE               ,NJ,08068-1599,Public       ,295,702,997,4828,,5477,10305
00773100,RARITAN VALLEY COMMUNITY COLLEGE        ,NJ,08876-1265,Public       ,153,266,419,3112,,2502,5614
00780401,STAR CAREER ACADEMY - STAR LAKEWOOD     ,NJ,08701-5900,Proprietary  ,27,68,95,153,,460,613
00780402,STAR CAREER ACADEMY - STAR EGG HARBOR   ,NJ,08234-4863,Proprietary  ,11,50,61,98,,332,430
00793808,LINCOLN TECHNICAL INSTITUTE - SOUTH PLAI,NJ,07080-2424,Proprietary  ,18,34,52,197,,217,414
00793810,LINCOLN TECHNICAL INSTITUTE - MAHWAH    ,NJ,07430-2106,Proprietary  ,50,68,118,510,,345,855
00793811,LINCOLN TECHNICAL INSTITUTE - UNION     ,NJ,07083-5032,Proprietary  ,129,176,305,771,,885,1656
00794700,BETH MEDRASH GOVOHA OF AMERICA          ,NJ,08701-0000,Private      ,137,426,563,343,,1763,2106
00840400,BROOKDALE COMMUNITY COLLEGE             ,NJ,07738-1597,Public       ,285,559,844,6263,,4710,10973
00844101,ANTHEM INSTITUTE                        ,NJ,08002-0000,Proprietary  ,31,103,134,133,,391,524
00849400,HO HO KUS SCHL OF TRADE & TECH SCIENCES ,NJ,07513-1402,Proprietary  ,23,61,84,129,,247,376
00860900,RABBINICAL COLLEGE OF AMERICA           ,NJ,07960-3600,Private      ,15,3,18,63,,8,71
00907800,CAPRI INSTITUTE OF HAIR DESIGN          ,NJ,07011-2111,Proprietary  ,21,54,75,114,,257,371
00934400,RAMAPO COLLEGE OF NEW JERSEY            ,NJ,07430-1680,Public       ,221,119,340,8088,,1682,9770
00934500,RICHARD STOCKTON COLLEGE OF NJ          ,NJ,08240-0000,Public       ,257,255,512,9994,,3701,13695
00945916,EMPIRE BEAUTY SCHOOL - HAIR DESIGN SCHOO,NJ,07712-4003,Proprietary  ,0,0,0,100,,184,284
00945917,EMPIRE BEAUTY SCHOOL - HAIR DESIGN SCHOO,NJ,07003-2517,Proprietary  ,0,0,0,15,,45,60
00945919,EMPIRE BEAUTY SCHOOL - HAIR DESIGN SCHOO,NJ,07083-3306,Proprietary  ,0,0,0,48,,112,160
00982804,EVEREST INSTITUTE - SOUTH PLAINFIELD    ,NJ,07080-1125,Proprietary  ,45,124,169,325,,648,973
00999400,PASSAIC COUNTY COMMUNITY COLLEGE        ,NJ,07505-1179,Public       ,223,532,755,4679,,5679,10358
01062900,P B COSMETOLOGY EDUCATION CENTRE        ,NJ,08030-1750,Proprietary  ,8,16,24,110,,133,243
01085100,ANTHEM INSTITUTE                        ,NJ,07054-3409,Proprietary  ,70,150,220,354,,764,1118
01085101,ANTHEM INSTITUTE                        ,NJ,07306-0000,Proprietary  ,7,25,32,72,,189,261
01085102,ANTHEM INSTITUTE                        ,NJ,08902-0000,Proprietary  ,3,20,23,50,,118,168
01090300,RIZZIERI INSTITUTE                      ,NJ,08043-4600,Proprietary  ,13,37,50,142,,190,332
01152300,MORRIS COUNTY SCHOOL OF TECHNOLOGY      ,NJ,07834-0000,Public       ,0,16,16,49,,114,163
01198900,TALMUDICAL ACADEMY                      ,NJ,07710-0000,Private      ,4,4,8,58,,5,63
01209000,ROBERT FIANCE BEAUTY SCHOOLS            ,NJ,08861-4118,Proprietary  ,19,36,55,89,,145,234
01234602,DOVER BUSINESS COLLEGE                  ,NJ,07801-4643,Proprietary  ,0,0,0,81,,203,284
01246100,LINCOLN TECHNICAL INSTITUTE             ,NJ,08820-2896,Proprietary  ,38,97,135,353,,720,1073
01246102,LINCOLN TECHNICAL INSTITUTE             ,NJ,08057-3212,Proprietary  ,29,85,114,243,,706,949
01246103,LINCOLN TECHNICAL INSTITUTE             ,NJ,07652-2106,Proprietary  ,40,89,129,421,,742,1163
01246200,HOHOKUS - HACKENSACK SCHOOL OF BUSINESS ,NJ,07601-7197,Proprietary  ,32,129,161,120,,479,599
01295400,HUDSON COUNTY COMMUNITY COLLEGE         ,NJ,07306-4012,Public       ,353,837,1190,5845,,7003,12848
02053700,EASTWICK COLLEGE                        ,NJ,07446-0000,Proprietary  ,30,158,188,348,,1453,1801
02061800,ROMAN ACADEMY OF BEAUTY CULTURE         ,NJ,07506-0000,Proprietary  ,3,2,5,29,,26,55
02079414,EMPIRE BEAUTY SCHOOL - LAUREL SPRINGS   ,NJ,08021-5602,Proprietary  ,0,0,0,100,,210,310
02079415,EMPIRE BEAUTY SCHOOL - BORDENTOWN       ,NJ,08505-1513,Proprietary  ,0,0,0,16,,48,64
02092300,HOHOKUS SCHOOL - RETS/NUTLEY            ,NJ,07110-0000,Proprietary  ,29,79,108,210,,460,670
02103700,CAPRI INSTITUTE OF HAIR DESIGN          ,NJ,07652-0000,Proprietary  ,10,17,27,81,,104,185
02104000,HARRIS SCHOOL OF BUSINESS               ,NJ,08002-2983,Proprietary  ,83,385,468,368,,1485,1853
02106601,AMERICAN INSTITUTE - CLIFTON            ,NJ,07011-2345,Proprietary  ,44,118,162,244,,557,801
02106605,AMERICAN INSTITUTE - TOMS RIVER         ,NJ,08755-1524,Proprietary  ,16,83,99,58,,260,318
02131100,DU CRET SCHOOL OF THE ARTS              ,NJ,07060-0000,Private      ,4,2,6,28,,19,47
02131600,PENNCO TECH                             ,NJ,08012-0000,Proprietary  ,62,147,209,452,,808,1260
02132300,BERDAN INSTITUTE                        ,NJ,07512-0000,Proprietary  ,53,110,163,372,,593,965
02146800,JOE KUBERT SCH OF CARTOON & GRAPHIC     ,NJ,07801-0000,Proprietary  ,7,4,11,120,,71,191
02154000,DIVERS ACAD OF EASTERN SEABOARD         ,NJ,08081-1139,Proprietary  ,18,56,74,99,,252,351
02183600,CAPRI INSTITUTE OF HAIR DESIGN          ,NJ,07033-0000,Proprietary  ,13,27,40,85,,141,226
02192200,THOMAS EDISON STATE COLLEGE             ,NJ,08608-0000,Public       ,92,1085,1177,729,,8987,9716
02219600,OMEGA INSTITUTE                         ,NJ,08109-0000,Proprietary  ,9,28,37,46,,188,234
02223700,ROBERT FIANCE BEAUTY SCHOOLS            ,NJ,07093-4623,Proprietary  ,16,57,73,50,,161,211
02223900,DRAKE COLLEGE OF BUSINESS               ,NJ,07201-0000,Proprietary  ,38,272,310,160,,1101,1261
02223902,DRAKE COLLEGE OF BUSINESS - NEWARK CAMPU,NJ,07112-2760,Proprietary  ,43,359,402,292,,1601,1893
02232500,UNION COUNTY VOCATIONAL TECH INST       ,NJ,07076-0000,Public       ,7,11,18,96,,134,230
02234600,SHORE BEAUTY SCHOOL                     ,NJ,08232-0000,Proprietary  ,11,34,45,73,,171,244
02246000,ROSS UNIVERSITY - MEDICAL SCHOOL        ,NJ,08837-0000,Proprietary  ,6,303,309,41,,3970,4011
02248600,COOPER HEALTH SYS-CTR ALLIED HEALTH     ,NJ,08103-0000,Private      ,4,43,47,153,,459,612
02265500,CAPRI INSTITUTE OF HAIR DESIGN          ,NJ,08724-0000,Proprietary  ,14,36,50,83,,149,232
02277900,ROSS UNIV - SCH OF VETERINARY MED       ,NJ,08837-0000,Proprietary  ,4,100,104,23,,1559,1582
02312000,BERGEN COUNTY TECHNICAL SCHOOLS         ,NJ,07601-6110,Public       ,14,45,59,112,,193,305
02503900,WARREN COUNTY COMMUNITY COLLEGE         ,NJ,07882-0000,Public       ,43,93,136,775,,764,1539
02523700,OCEAN COUNTY VOCATIONAL-TECH SCHOOL     ,NJ,08753-0000,Public       ,12,42,54,286,,513,799
02525900,ARTISTIC ACADEMY OF HAIR DESIGN         ,NJ,07950-1409,Proprietary  ,6,17,23,103,,124,227
02528200,ROBERT FIANCE BEAUTY SCHOOLS            ,NJ,07060-4840,Proprietary  ,14,37,51,57,,141,198
02558700,PRISM CAREER INSTITUTE                  ,NJ,08037-0000,Proprietary  ,12,68,80,106,,542,648
02568800,SUSSEX COUNTY COMMUNITY COLLEGE         ,NJ,07860-1149,Public       ,82,124,206,1636,,1140,2776
02586900,HARRIS SCHOOL OF BUSINESS               ,NJ,08043-2604,Proprietary  ,34,180,214,190,,801,991
02616402,SANFORD-BROWN INSTITUTE - ISELIN        ,NJ,08830-0000,Proprietary  ,41,93,134,296,,684,980
03077500,RABBI JACOB JOSEPH SCHOOL               ,NJ,08817-4494,Private      ,9,2,11,36,,9,45
03122600,EASTERN INTERNATIONAL COLLEGE           ,NJ,07306-3906,Proprietary  ,14,55,69,195,,527,722
03187300,STENOTECH CAREER INSTITUTE              ,NJ,07004-3490,Proprietary  ,4,12,16,23,,48,71
03197300,INSTITUTE FOR HEALTH EDUCATION(THE)     ,NJ,07306-2929,Proprietary  ,5,26,31,63,,209,272
03324300,CENTRAL CAREER SCHOOL                   ,NJ,07080-2408,Proprietary  ,6,58,64,44,,212,256
03380302,STAR CAREER ACADEMY - STAR NEWARK       ,NJ,07102-4510,Proprietary  ,25,142,167,236,,845,1081
03380303,STAR CAREER ACADEMY - STAR CLIFTON      ,NJ,07011-2248,Proprietary  ,11,84,95,68,,283,351
03389300,ACADEMY OF MASSAGE THERAPY              ,NJ,07631-0000,Proprietary  ,6,16,22,35,,112,147
03424500,NEW COMMUNITY WORKFORCE DEVELOPMENT     ,NJ,07103-2402,Private      ,1,6,7,61,,522,583
03536300,INSTITUTE FOR THERAPEUTIC MASSAGE       ,NJ,07420-1452,Proprietary  ,5,23,28,33,,126,159
03625300,PERFORMANCE TRAINING INSTITUTE          ,NJ,08753-0000,Proprietary  ,0,0,0,16,,50,66
03650600,PC AGE                                  ,NJ,07306-3936,Proprietary  ,9,50,59,59,,317,376
03650603,PC AGE                                  ,NJ,08817-2842,Proprietary  ,0,8,8,9,,58,67
03666300,PILLAR COLLEGE                          ,NJ,07102-5511,Private      ,10,82,92,92,,671,763
03803300,HEALTHCARE TRAINING INSTITUTE           ,NJ,07083-3504,Proprietary  ,11,45,56,98,,355,453
03811300,EASTERN SCHOOL OF ACUPUNCTURE AND TRADIT,NJ,07042-3562,Proprietary  ,1,13,14,5,,87,92
04081300,BAIS MEDRASH TORAS CHESED               ,NJ,08701-0000,Private      ,13,3,16,33,,19,52
04123400,YESHIVAS BE'ER YITZCHOK                 ,NJ,07208-2380,Private      ,6,5,11,24,,54,78
04125000,GENTLE HEALING SCHOOL OF MASSAGE        ,NJ,08512-3600,Proprietary  ,2,8,10,3,,41,44
04131100,YESHIVA TORAS CHAIM                     ,NJ,08701-2120,Private      ,12,1,13,184,,4,188
04131200,TOTAL IMAGE BEAUTY ACADEMY              ,NJ,07307-2943,Proprietary  ,8,21,29,28,,97,125
04134100,CENTER FOR ALLIED HEALTH & NURSING EDUCA,NJ,07601-5801,Proprietary  ,27,310,337,201,,2461,2662
04136400,AMERICAN INSTITUTE OF MEDICAL SCIENCES &,NJ,07080-1183,Proprietary  ,18,58,76,117,,306,423
04154500,STARTING POINTS FOR CHILDREN            ,NJ,07306-0001,Private      ,4,22,26,18,,121,139
04154900,NATIONAL CAREER INSTITUTE               ,NJ,07018-2011,Proprietary  ,8,44,52,25,,175,200
04154901,NATIONAL CAREER INSTITUTE - JERSEY CITY ,NJ,07306-4300,Proprietary  ,6,26,32,7,,29,36
04173100,LAB PAUL MITCHELL PARTNER SCHOOL (THE)  ,NJ,08628-2500,Proprietary  ,9,22,31,87,,123,210
04180300,MESIVTA KESER TORAH                     ,NJ,07719-2409,Private      ,13,0,13,15,,2,17
04181400,BEST CARE TRAINING INSTITUTE            ,NJ,07018-1703,Proprietary  ,1,18,19,19,,197,216
04184500,CHRISTINE VALMY INTERNATIONAL SCHOOL OF ,NJ,07058-9589,Proprietary  ,5,22,27,32,,70,102
04188700,ASI CAREER INSTITUTE                    ,NJ,08012-1043,Proprietary  ,3,35,38,21,,194,215
04191400,SCHOOL OF COURT REPORTING (THE)         ,NJ,08053-1533,Proprietary  ,0,0,0,6,,20,26
04192400,YESHIVA GEDOLAH ZICHRON LEYMA           ,NJ,07036-3905,Private      ,3,1,4,8,,5,13
04207500,MEDICAL CAREER INSTITUTE                ,NJ,07712-7202,Proprietary  ,0,28,28,30,,126,156
04216000,UNIVERSAL TRAINING INSTITUTE            ,NJ,08861-4106,Proprietary  ,4,39,43,27,,190,217
04216100,YESHIVA YESODEI HATORAH                 ,NJ,08701-4946,Private      ,0,0,0,3,,0,3
04216500,RIZZIERI INSTITUTE                      ,NJ,08043-1911,Proprietary  ,6,16,22,30,,74,104
04218200,PAUL MITCHELL THE SCHOOL - JERSEY SHORE ,NJ,08723-3413,Proprietary  ,23,28,51,80,,79,159
04218500,SALON PROFESSIONAL ACADEMY THE          ,NJ,07080-0000,Proprietary  ,12,25,37,16,,31,47
00266500,VAUGHN COLLEGE OF AERONAUTICS AND TECHNO,NY,11369-9997,Private      ,59,86,145,1354,,1058,2412
00266600,ADELPHI UNIVERSITY                      ,NY,11530-4299,Private      ,253,304,557,8873,,4609,13482
00266700,DOWLING COLLEGE                         ,NY,11769-1999,Private      ,56,84,140,2110,,1374,3484
00266800,ALFRED UNIVERSITY                       ,NY,14802-1205,Private      ,72,55,127,3912,,725,4637
00266900,BANK STREET COLLEGE OF EDUCATION        ,NY,10025-0000,Private      ,3,61,64,25,,817,842
00267100,BARD COLLEGE                            ,NY,12504-5000,Private      ,106,36,142,3084,,779,3863
00267400,NEW YORK THEOLOGICAL SEMINARY           ,NY,10115-0002,Private      ,0,24,24,4,,290,294
00267700,BROOKLYN LAW SCHOOL                     ,NY,11201-0000,Private      ,18,66,84,140,,2640,2780
00267800,BRYANT & STRATTON COLLEGE               ,NY,14203-1713,Proprietary  ,306,1693,1999,2943,,15289,18232
00267803,BRYANT & STRATTON COLLEGE - GREECE      ,NY,14606-4227,Proprietary  ,34,173,207,335,,1333,1668
00267805,BRYANT & STRATTON COLLEGE - SYRACUSE    ,NY,13203-2502,Proprietary  ,46,172,218,548,,1556,2104
00267807,BRYANT & STRATTON COLLEGE - ALBANY      ,NY,12205-5230,Proprietary  ,15,107,122,264,,1048,1312
00268100,CANISIUS COLLEGE                        ,NY,14208-1098,Private      ,84,118,202,4874,,1911,6785
00268500,CAZENOVIA COLLEGE                       ,NY,13035-1085,Private      ,24,16,40,2010,,241,2251
00268700,CUNY-BROOKLYN COLLEGE                   ,NY,11210-2814,Public       ,808,1051,1859,21316,,13663,34979
00268800,CITY COLLEGE-CUNY                       ,NY,10031-9198,Public       ,792,1094,1886,23067,,12812,35879
00268900,CUNY-HUNTER COLLEGE                     ,NY,10021-0000,Public       ,1064,1622,2686,32002,,18765,50767
00269000,QUEENS COLLEGE-CUNY                     ,NY,11367-1597,Public       ,705,786,1491,19446,,9883,29329
00269100,CUNY- BOROUGH OF MANHATTAN CMTY CLG     ,NY,10007-1047,Public       ,2050,2043,4093,31910,,19082,50992
00269200,CUNY BRONX COMMUNITY COLLEGE            ,NY,10453-3102,Public       ,992,1181,2173,13242,,11956,25198
00269300,CUNY-JOHN JAY CLG CRIMINAL JUSTICE      ,NY,10019-1093,Public       ,699,737,1436,18735,,9519,28254
00269400,KINGSBOROUGH COMMUNITY COLLEGE          ,NY,11235-2398,Public       ,923,907,1830,16287,,10186,26473
00269600,NY CITY COLLEGE OF TECHNOLOGY-CUNY      ,NY,11201-2983,Public       ,886,1068,1954,20312,,11294,31606
00269700,QUEENSBOROUGH COMMUNITY COLLEGE         ,NY,11364-1497,Public       ,934,750,1684,16011,,7467,23478
00269800,CUNY THE COLLEGE OF STATEN ISLAND       ,NY,10314-6600,Public       ,551,465,1016,13900,,5563,19463
00269900,CLARKSON UNIVERSITY                     ,NY,13699-5615,Private      ,110,36,146,6303,,535,6838
00270000,COLGATE ROCHESTER CROZER DIVINITY S     ,NY,14620-0000,Private      ,1,10,11,8,,84,92
00270100,COLGATE UNIVERSITY                      ,NY,13346-1386,Private      ,144,9,153,4427,,104,4531
00270300,COLLEGE OF MOUNT SAINT VINCENT          ,NY,10471-1093,Private      ,47,38,85,2762,,594,3356
00270400,COLLEGE OF NEW ROCHELLE                 ,NY,10805-2339,Private      ,60,357,417,1294,,4453,5747
00270500,COLLEGE OF SAINT ROSE                   ,NY,12203-1490,Private      ,107,152,259,4943,,1852,6795
00270700,COLUMBIA UNIVERSITY                     ,NY,10027-0000,Private      ,945,1098,2043,23811,,22643,46454
00270800,BARNARD COLLEGE-COLUMBIA UNIV           ,NY,10027-6598,Private      ,129,47,176,4567,,497,5064
00270900,CONCORDIA COLLEGE                       ,NY,10708-1998,Private      ,15,31,46,1046,,571,1617
00271000,COOPER UNION                            ,NY,10003-7120,Private      ,49,24,73,1815,,364,2179
00271100,CORNELL UNIVERSITY                      ,NY,14853-2801,Private      ,846,254,1100,29907,,6453,36360
00271101,WEILL CORNELL MEDICAL COLLEGE AND GRADUA,NY,10021-0000,Private      ,7,38,45,47,,771,818
00271200,D'YOUVILLE COLLEGE                      ,NY,14201-1084,Private      ,55,123,178,2092,,2391,4483
00271300,DOMINICAN COLLEGE                       ,NY,10962-1299,Private      ,61,79,140,1840,,1015,2855
00271800,ELMIRA COLLEGE                          ,NY,14901-2099,Private      ,52,25,77,2398,,395,2793
00272200,FORDHAM UNIVERSITY                      ,NY,10458-5157,Private      ,810,571,1381,26188,,9532,35720
00272600,GENERAL THEOLOGICAL SEMINARY            ,NY,10011-0000,Private      ,0,4,4,1,,80,81
00272800,HAMILTON COLLEGE                        ,NY,13323-1218,Private      ,85,4,89,3177,,96,3273
00272900,HARTWICK COLLEGE                        ,NY,13820-4020,Private      ,69,14,83,4320,,209,4529
00273100,HOBART & WILLIAM SMITH COLLEGES         ,NY,14456-3397,Private      ,86,10,96,3505,,106,3611
00273200,HOFSTRA UNIVERSITY                      ,NY,11549-1010,Private      ,434,240,674,18811,,5672,24483
00273400,HOUGHTON COLLEGE                        ,NY,14744-0128,Private      ,20,18,38,1366,,201,1567
00273500,HILBERT COLLEGE                         ,NY,14075-1597,Private      ,37,28,65,1152,,374,1526
00273700,IONA COLLEGE                            ,NY,10801-1890,Private      ,108,56,164,6866,,1205,8071
00273900,ITHACA COLLEGE                          ,NY,14850-7130,Private      ,352,39,391,14888,,1140,16028
00274000,JEWISH THEOLOGICAL SEMINARY OF AMER     ,NY,10027-4649,Private      ,0,2,2,109,,165,274
00274200,THE JUILLIARD SCHOOL                    ,NY,10023-6588,Private      ,92,44,136,1673,,838,2511
00274400,KEUKA COLLEGE                           ,NY,14478-0000,Private      ,34,128,162,1722,,1414,3136
00274800,LEMOYNE COLLEGE                         ,NY,13214-1399,Private      ,112,62,174,5021,,973,5994
00274900,NEW YORK COLLEGE OF PODIATRIC MED       ,NY,10035-1940,Private      ,5,28,33,53,,459,512
00275100,LONG ISLAND UNIVERSITY                  ,NY,11548-1326,Private      ,307,639,946,13060,,10916,23976
00275800,MANHATTAN COLLEGE                       ,NY,10471-4098,Private      ,158,75,233,6956,,845,7801
00275900,MANHATTAN SCHOOL OF MUSIC               ,NY,10027-4689,Private      ,44,26,70,728,,688,1416
00276000,MANHATTANVILLE COLLEGE                  ,NY,10577-2132,Private      ,84,74,158,3229,,825,4054
00276300,MARIA COLLEGE                           ,NY,12208-1798,Private      ,15,71,86,235,,904,1139
00276500,MARIST COLLEGE                          ,NY,12601-1387,Private      ,236,132,368,10369,,1628,11997
00276900,MARYMOUNT MANHATTAN COLLEGE             ,NY,10021-4597,Private      ,114,33,147,3964,,409,4373
00277200,MERCY COLLEGE                           ,NY,10522-1189,Private      ,259,653,912,6280,,8002,14282
00277500,MOLLOY COLLEGE                          ,NY,11570-1100,Private      ,112,237,349,4246,,2560,6806
00277700,MEDAILLE COLLEGE                        ,NY,14214-2695,Private      ,70,187,257,1837,,1721,3558
00277800,MOUNT SAINT MARY COLLEGE                ,NY,12550-3494,Private      ,85,109,194,3834,,1269,5103
00277900,NAZARETH COLLEGE OF ROCHESTER           ,NY,14618-3790,Private      ,70,85,155,3867,,1624,5491
00278200,NEW YORK INSTITUTE OF TECHNOLOGY        ,NY,11568-8000,Private      ,164,177,341,5918,,2754,8672
00278202,NY INSTITUTE OF TECHNOLOGY-OSTEOPATHIC M,NY,11568-0000,Private      ,2,10,12,39,,1145,1184
00278300,NEW YORK LAW SCHOOL                     ,NY,10013-0000,Private      ,10,54,64,104,,2543,2647
00278400,NEW YORK MEDICAL COLLEGE                ,NY,10595-0000,Private      ,7,59,66,52,,2039,2091
00278500,NEW YORK UNIVERSITY                     ,NY,10012-1091,Private      ,1672,1778,3450,42609,,29757,72366
00278800,NIAGARA UNIVERSITY                      ,NY,14109-2010,Private      ,85,72,157,4072,,944,5016
00279000,NYACK COLLEGE                           ,NY,10960-3698,Private      ,39,173,212,1527,,2016,3543
00279100,PACE UNIVERSITY - NEW YORK              ,NY,10038-1598,Private      ,421,416,837,12568,,4744,17312
00279101,PACE UNIVERSITY-PLEASANTVILLE           ,NY,10570-0000,Private      ,93,134,227,4227,,1453,5680
00279102,PACE UNIVERSITY - WHITE PLAINS          ,NY,10603-0000,Private      ,34,122,156,584,,1770,2354
00279500,PAUL SMITHS CLG OF ARTS & SCIENCES      ,NY,12970-0000,Private      ,28,13,41,1328,,177,1505
00279600,POLYTECHNIC INTSTITUTE OF NEW YORK UNIV ,NY,11201-3840,Private      ,98,109,207,3976,,1233,5209
00279800,PRATT INSTITUTE                         ,NY,11205-3899,Private      ,231,161,392,5301,,2548,7849
00280300,RENSSELAER POLYTECHNIC INSTITUTE        ,NY,12180-3590,Private      ,303,32,335,12192,,741,12933
00280500,ROBERTS WESLEYAN COLLEGE                ,NY,14624-1997,Private      ,40,128,168,1363,,1373,2736
00280600,ROCHESTER INSTITUTE OF TECHNOLOGY       ,NY,14623-5608,Private      ,373,167,540,16741,,3112,19853
00280700,ROCKEFELLER UNIVERSITY                  ,NY,10021-0000,Private      ,7,7,14,36,,57,93
00280800,DAEMEN COLLEGE                          ,NY,14226-3592,Private      ,58,97,155,2882,,1319,4201
00281000,THE SAGE COLLEGES                       ,NY,12180-4199,Private      ,43,142,185,2065,,1974,4039
00281200,TROCAIRE COLLEGE                        ,NY,14220-2094,Private      ,40,160,200,921,,1826,2747
00281300,SARAH LAWRENCE COLLEGE                  ,NY,10708-5999,Private      ,74,21,95,2178,,618,2796
00281400,SKIDMORE COLLEGE                        ,NY,12866-1632,Private      ,122,16,138,4982,,176,5158
00281500,ST BERNARDS SCH THEOLOGY & MINISTRY     ,NY,14618-3822,Private      ,1,3,4,3,,46,49
00281600,SIENA COLLEGE                           ,NY,12211-1462,Private      ,115,19,134,6637,,367,7004
00281700,ST BONAVENTURE UNIVERSITY               ,NY,14778-2284,Private      ,39,21,60,3023,,573,3596
00282000,ST FRANCIS COLLEGE                      ,NY,11201-4398,Private      ,162,96,258,3283,,884,4167
00282100,ST JOHN FISHER COLLEGE                  ,NY,14618-3597,Private      ,91,116,207,5030,,1959,6989
00282200,CHRIST THE KING SEMINARY                ,NY,14052-0607,Private      ,1,1,2,3,,9,12
00282300,ST JOHN'S UNIVERSITY                    ,NY,11439-1343,Private      ,486,337,823,27175,,7008,34183
00282500,ST JOSEPH'S COLLEGE                     ,NY,11205-3688,Private      ,60,87,147,1820,,966,2786
00282501,ST JOSEPH'S COLLEGE-SUFFOLK CAMPUS      ,NY,11772-0000,Private      ,105,151,256,3237,,1699,4936
00282900,ST LAWRENCE UNIVERSITY                  ,NY,13617-1455,Private      ,58,7,65,2890,,149,3039
00283200,ST THOMAS AQUINAS COLLEGE               ,NY,10976-1050,Private      ,79,32,111,2009,,313,2322
00283300,ST VLADIMIR ORTHODOX THEOL SEM          ,NY,10707-0000,Private      ,0,1,1,0,,48,48
00283400,EXCELSIOR COLLEGE                       ,NY,12203-5159,Private      ,69,1984,2053,479,,11467,11946
00283500,SUNY AT ALBANY                          ,NY,12222-0001,Public       ,586,333,919,22636,,5520,28156
00283600,BINGHAMTON UNIVERSITY (SUNY)            ,NY,13902-6000,Public       ,589,156,745,26554,,3237,29791
00283700,SUNY AT BUFFALO                         ,NY,14260-0001,Public       ,557,407,964,25954,,10142,36096
00283800,SUNY AT STONY BROOK                     ,NY,11794-0701,Public       ,835,475,1310,29998,,8763,38761
00283900,SUNY-DOWNSTATE MEDICAL CENTER           ,NY,11203-2098,Public       ,22,103,125,304,,2632,2936
00284000,SUNY UPSTATE MEDICAL UNIVERSITY         ,NY,13210-2375,Public       ,16,38,54,317,,1582,1899
00284100,SUNY BROCKPORT - FIN AID OFF            ,NY,14420-2914,Public       ,226,208,434,10370,,3067,13437
00284200,BUFFALO STATE COLLEGE - SUNY            ,NY,14222-1095,Public       ,473,427,900,14174,,5534,19708
00284300,SUNY COLLEGE-CORTLAND                   ,NY,13045-0900,Public       ,259,98,357,12377,,1510,13887
00284400,SUNY AT FREDONIA                        ,NY,14063-1145,Public       ,162,52,214,7678,,1068,8746
00284500,SUNY GENESEO                            ,NY,14454-1401,Public       ,209,44,253,9195,,679,9874
00284600,SUNY COLLEGE-NEW PALTZ                  ,NY,12561-2499,Public       ,334,185,519,12862,,2298,15160
00284700,SUNY COLLEGE-ONEONTA                    ,NY,13820-4015,Public       ,241,44,285,12058,,883,12941
00284800,SUNY OSWEGO                             ,NY,13126-3599,Public       ,281,122,403,11859,,2157,14016
00284900,SUNY COLLEGE AT PLATTSBURGH             ,NY,12901-2681,Public       ,170,101,271,8572,,1567,10139
